sk_time,sk_facility,sk_capacity_type,sk_geografia,capacity_amount,sk_capacity
2,1623,10,1149,4,4998
2,1624,1,1149,3,4999
2,1625,3,1149,14,5000
2,1625,4,1149,41,5001
2,1625,13,1149,1,5002
2,1625,14,1149,2,5003
2,1625,16,1149,4,5004
2,1625,18,1149,1,5005
2,1625,35,1149,21,5006
2,1625,42,1149,2,5007
2,1625,43,1149,6,5008
2,1625,44,1149,9,5009
2,1625,45,1149,2,5010
2,1625,50,1149,1,5011
2,1626,10,1149,1,5012
2,1627,10,1149,2,5013
2,1628,10,1149,2,5014
2,1629,1,1149,1,5015
2,1629,10,1149,1,5016
2,1630,12,1149,1,5017
2,1631,1,1149,3,5018
2,1631,10,1149,2,5019
2,1632,10,1149,7,5020
2,1633,10,1149,1,5021
2,1634,10,1149,8,5022
2,1635,1,1149,1,5023
2,1635,10,1149,4,5024
2,1636,10,1149,7,5025
2,1637,18,1149,5,5026
2,1637,25,1149,5,5027
2,1638,10,1149,3,5028
2,1639,1,1149,1,5029
2,1639,10,1149,3,5030
2,1640,1,1149,1,5031
2,1640,10,1149,1,5032
2,1641,1,1149,10,5033
2,1641,10,1149,154,5034
2,1642,10,1149,3,5035
2,1643,40,1149,10,5036
2,1643,55,1149,10,5037
2,1644,10,1149,20,5038
2,1645,10,1149,1,5039
2,1646,4,1149,18,5040
2,1646,14,1149,8,5041
2,1646,16,1149,2,5042
2,1646,44,1149,7,5043
2,1647,1,1149,1,5044
2,1647,10,1149,1,5045
2,1648,10,1149,1,5046
2,1649,10,1149,1,5047
2,1650,1,1149,4,5048
2,1650,10,1149,3,5049
2,1651,10,1149,1,5050
2,1652,10,1149,2,5051
2,1652,12,1149,1,5052
2,1653,1,1149,1,5053
2,1653,10,1149,2,5054
2,1654,10,1149,2,5055
2,1655,10,1149,3,5056
2,1656,10,1149,1,5057
2,1657,1,1149,1,5058
2,1658,10,1149,10,5059
2,1659,10,1149,5,5060
2,1660,1,1149,1,5061
2,1660,10,1149,4,5062
2,1661,10,1149,1,5063
2,1662,10,1149,3,5064
2,1663,1,1149,1,5065
2,1663,10,1149,2,5066
2,1663,17,1149,2,5067
2,1664,1,1149,1,5068
2,1664,10,1149,3,5069
2,1665,1,1149,2,5070
2,1665,3,1149,14,5071
2,1665,4,1149,113,5072
2,1665,6,1149,2,5073
2,1665,7,1149,3,5074
2,1665,8,1149,3,5075
2,1665,9,1149,1,5076
2,1665,10,1149,1,5077
2,1665,17,1149,3,5078
2,1665,18,1149,1,5079
2,1665,19,1149,4,5080
2,1665,25,1149,1,5081
2,1665,28,1149,8,5082
2,1665,30,1149,24,5083
2,1665,47,1149,1,5084
2,1665,48,1149,5,5085
2,1666,10,1149,7,5086
2,1667,10,1149,2,5087
2,1668,10,1149,7,5088
2,1669,1,1149,1,5089
2,1669,10,1149,2,5090
2,1670,10,1149,4,5091
2,1671,10,1149,1,5092
2,1672,1,1149,1,5093
2,1672,10,1149,3,5094
2,1673,10,1149,1,5095
2,1674,1,1149,1,5096
2,1674,10,1149,63,5097
2,1675,10,1149,1,5098
2,1676,1,1149,1,5099
2,1676,10,1149,1,5100
2,1677,10,1149,6,5101
2,1678,10,1149,4,5102
2,1679,10,1149,1,5103
2,1680,10,1149,18,5104
2,1681,10,1149,1,5105
2,1682,10,1149,3,5106
2,1683,10,1149,4,5107
2,1684,1,1149,1,5108
2,1684,10,1149,2,5109
2,1685,10,1149,2,5110
2,1686,10,1149,11,5111
2,1687,4,1149,10,5112
2,1687,10,1149,6,5113
2,1687,17,1149,4,5114
2,1687,19,1149,2,5115
2,1687,28,1149,8,5116
2,1688,10,1149,3,5117
2,1688,20,1149,20,5118
2,1688,21,1149,3,5119
2,1688,24,1149,10,5120
2,1688,32,1149,6,5121
2,1688,33,1149,10,5122
2,1688,36,1149,10,5123
2,1689,10,1149,5,5124
2,1690,10,1149,1,5125
2,1691,1,1149,4,5126
2,1691,10,1149,4,5127
2,1692,10,1149,1,5128
2,1693,10,1149,1,5129
2,1694,10,1149,8,5130
2,1694,24,1149,31,5131
2,1694,32,1149,10,5132
2,1695,10,1149,2,5133
2,1696,10,1149,11,5134
2,1697,10,1149,1,5135
2,1698,1,1149,7,5136
2,1698,10,1149,1,5137
2,1699,10,1149,1,5138
2,1700,1,1149,2,5139
2,1700,4,1149,24,5140
2,1700,14,1149,4,5141
2,1700,16,1149,2,5142
2,1700,18,1149,11,5143
2,1700,44,1149,6,5144
2,1701,10,1149,1,5145
2,1702,1,1149,1,5146
2,1702,10,1149,2,5147
2,1702,33,1149,16,5148
2,1702,36,1149,14,5149
2,1703,1,1149,1,5150
2,1703,10,1149,1,5151
2,1704,10,1149,2,5152
2,1705,10,1149,8,5153
2,1705,22,1149,40,5154
2,1705,24,1149,12,5155
2,1705,32,1149,15,5156
2,1705,33,1149,30,5157
2,1705,34,1149,20,5158
2,1705,36,1149,26,5159
2,1706,1,1149,1,5160
2,1706,10,1149,11,5161
2,1707,10,1149,4,5162
2,1708,10,1149,2,5163
2,1708,24,1149,16,5164
2,1708,31,1149,40,5165
2,1708,32,1149,4,5166
2,1708,33,1149,16,5167
2,1708,36,1149,4,5168
2,1708,57,1149,40,5169
2,1708,62,1149,30,5170
2,1709,10,1149,1,5171
2,1710,10,1149,1,5172
2,1711,10,1149,1,5173
2,1712,1,1149,1,5174
2,1712,10,1149,8,5175
2,1713,1,1149,1,5176
2,1713,10,1149,2,5177
2,1714,10,1149,1,5178
2,1715,1,1149,2,5179
2,1715,10,1149,10,5180
2,1715,17,1149,1,5181
2,1716,1,1149,1,5182
2,1716,10,1149,1,5183
2,1717,1,1149,4,5184
2,1717,10,1149,4,5185
2,1718,10,1149,1,5186
2,1719,10,1149,4,5187
2,1720,10,1149,2,5188
2,1721,10,1149,1,5189
2,1722,10,1149,12,5190
2,1723,10,1149,1,5191
2,1724,10,1149,2,5192
2,1725,1,1149,3,5193
2,1725,10,1149,1,5194
2,1726,1,1149,1,5195
2,1726,10,1149,1,5196
2,1727,1,1149,2,5197
2,1727,10,1149,9,5198
2,1727,23,1149,95,5199
2,1728,10,1149,6,5200
2,1729,10,1149,12,5201
2,1730,1,1149,7,5202
2,1730,2,1149,24,5203
2,1730,4,1149,44,5204
2,1730,10,1149,7,5205
2,1730,11,1149,1,5206
2,1730,17,1149,5,5207
2,1730,19,1149,10,5208
2,1730,26,1149,1,5209
2,1730,27,1149,1,5210
2,1730,28,1149,10,5211
2,1730,38,1149,12,5212
2,1730,39,1149,7,5213
2,1731,10,1149,2,5214
2,1731,17,1149,1,5215
2,1732,10,1149,6,5216
2,1733,10,1149,4,5217
2,1733,17,1149,3,5218
2,1734,18,1300,4,5219
2,1735,1,1149,13,5220
2,1735,10,1149,3,5221
2,1736,1,1149,2,5222
2,1736,10,1149,18,5223
2,1737,10,1149,2,5224
2,1738,1,1149,5,5225
2,1738,6,1149,4,5226
2,1738,7,1149,10,5227
2,1738,8,1149,10,5228
2,1738,9,1149,3,5229
2,1738,10,1149,98,5230
2,1739,10,1149,4,5231
2,1740,10,1149,2,5232
2,1740,20,1149,16,5233
2,1740,21,1149,6,5234
2,1741,10,1149,1,5235
2,1741,22,1149,15,5236
2,1741,33,1149,20,5237
2,1742,10,1149,9,5238
2,1743,4,1149,1,5239
2,1743,10,1149,1,5240
2,1743,55,1149,4,5241
2,1744,10,1149,1,5242
2,1745,10,1149,3,5243
2,1746,10,1149,3,5244
2,1747,1,1149,1,5245
2,1747,10,1149,1,5246
2,1748,1,1149,1,5247
2,1748,10,1149,12,5248
2,1749,10,1149,1,5249
2,1750,10,1149,2,5250
2,1751,10,1149,1,5251
2,1752,1,1149,1,5252
2,1752,10,1149,3,5253
2,1753,10,1149,1,5254
2,1754,10,1149,4,5255
2,1755,10,1149,1,5256
2,1756,10,1149,1,5257
2,1757,10,1149,16,5258
2,1758,1,1149,1,5259
2,1758,10,1149,5,5260
2,1759,10,1149,3,5261
2,1759,12,1149,1,5262
2,1760,10,1149,1,5263
2,1761,10,1149,1,5264
2,1762,10,1149,3,5265
2,1763,4,1149,3,5266
2,1763,10,1149,1,5267
2,1763,17,1149,1,5268
2,1764,10,1149,3,5269
2,1765,1,1149,1,5270
2,1765,10,1149,7,5271
2,1765,12,1149,1,5272
2,1765,18,1149,5,5273
2,1765,25,1149,1,5274
2,1766,1,1149,1,5275
2,1766,2,1149,3,5276
2,1766,3,1149,8,5277
2,1766,4,1149,89,5278
2,1766,6,1149,5,5279
2,1766,7,1149,9,5280
2,1766,8,1149,9,5281
2,1766,9,1149,3,5282
2,1766,10,1149,3,5283
2,1766,11,1149,1,5284
2,1766,17,1149,7,5285
2,1766,19,1149,6,5286
2,1766,26,1149,6,5287
2,1766,27,1149,2,5288
2,1766,28,1149,20,5289
2,1766,30,1149,10,5290
2,1766,37,1149,4,5291
2,1767,10,1149,1,5292
2,1768,10,1149,1,5293
2,1769,1,1149,1,5294
2,1769,10,1149,3,5295
2,1770,10,1149,1,5296
2,1771,1,1149,3,5297
2,1771,3,1149,10,5298
2,1771,4,1149,117,5299
2,1771,5,1149,10,5300
2,1771,6,1149,6,5301
2,1771,7,1149,12,5302
2,1771,8,1149,24,5303
2,1771,9,1149,3,5304
2,1771,10,1149,10,5305
2,1771,11,1149,1,5306
2,1771,15,1149,2,5307
2,1771,17,1149,8,5308
2,1771,19,1149,16,5309
2,1771,25,1149,1,5310
2,1771,26,1149,3,5311
2,1771,27,1149,8,5312
2,1771,28,1149,25,5313
2,1771,29,1149,1,5314
2,1771,30,1149,5,5315
2,1771,37,1149,1,5316
2,1771,38,1149,2,5317
2,1771,39,1149,3,5318
2,1771,47,1149,2,5319
2,1771,48,1149,2,5320
2,1771,49,1149,2,5321
2,1771,55,1149,1,5322
2,1772,10,1149,1,5323
2,1772,40,1149,2,5324
2,1773,10,1149,3,5325
2,1773,12,1149,1,5326
2,1774,10,1149,1,5327
2,1775,1,1149,1,5328
2,1775,10,1149,1,5329
2,1776,10,1149,5,5330
2,1777,10,1149,1,5331
2,1778,1,1149,1,5332
2,1778,10,1149,7,5333
2,1778,24,1149,12,5334
2,1778,32,1149,7,5335
2,1778,33,1149,21,5336
2,1779,10,1149,1,5337
2,1780,1,1149,1,5338
2,1780,10,1149,2,5339
2,1781,1,1149,1,5340
2,1781,10,1149,4,5341
2,1782,10,1149,3,5342
2,1783,10,1149,2,5343
2,1783,58,1149,5,5344
2,1784,1,1149,1,5345
2,1784,10,1149,7,5346
2,1785,10,1149,1,5347
2,1786,10,1149,4,5348
2,1787,10,1149,1,5349
2,1788,10,1149,2,5350
2,1789,10,1149,1,5351
2,1789,40,1149,1,5352
2,1790,10,1149,1,5353
2,1791,1,1149,1,5354
2,1791,10,1149,5,5355
2,1792,1,1149,2,5356
2,1792,10,1149,1,5357
2,1792,17,1149,1,5358
2,1793,10,1149,3,5359
2,1794,10,1149,6,5360
2,1794,12,1149,1,5361
2,1794,18,1149,1,5362
2,1794,25,1149,5,5363
2,1795,1,1149,1,5364
2,1795,3,1149,3,5365
2,1795,4,1149,13,5366
2,1795,10,1149,2,5367
2,1795,17,1149,1,5368
2,1796,1,1149,5,5369
2,1796,10,1149,4,5370
2,1797,10,1149,2,5371
2,1798,1,1149,1,5372
2,1798,10,1149,1,5373
2,1798,24,1149,10,5374
2,1798,33,1149,7,5375
2,1799,61,1149,15,5376
2,1800,10,1149,1,5377
2,1801,10,1149,3,5378
2,1802,10,1149,1,5379
2,1803,10,1149,1,5380
2,1804,10,1149,9,5381
2,1805,1,1149,1,5382
2,1805,10,1149,3,5383
2,1806,1,1149,3,5384
2,1806,10,1149,1,5385
2,1806,17,1149,1,5386
2,1807,10,1149,2,5387
2,1808,19,1149,6,5388
2,1808,28,1149,10,5389
2,1809,1,1149,1,5390
2,1809,10,1149,3,5391
2,1810,10,1149,1,5392
2,1811,10,1149,1,5393
2,1812,10,1149,1,5394
2,1813,10,1149,1,5395
2,1814,10,1149,4,5396
2,1815,2,1149,3,5397
2,1815,3,1149,2,5398
2,1815,4,1149,33,5399
2,1815,7,1149,7,5400
2,1815,8,1149,7,5401
2,1815,9,1149,1,5402
2,1815,10,1149,1,5403
2,1815,11,1149,2,5404
2,1815,13,1149,1,5405
2,1815,17,1149,3,5406
2,1815,19,1149,13,5407
2,1815,26,1149,12,5408
2,1815,27,1149,6,5409
2,1815,28,1149,7,5410
2,1815,29,1149,4,5411
2,1815,38,1149,14,5412
2,1815,50,1149,1,5413
2,1816,10,1149,4,5414
2,1817,10,1149,6,5415
2,1818,10,1149,4,5416
2,1819,10,1149,1,5417
2,1820,1,1149,1,5418
2,1821,10,1149,1,5419
2,1822,10,1149,2,5420
2,1823,1,1149,1,5421
2,1823,10,1149,3,5422
2,1824,10,1149,3,5423
2,1825,10,1149,3,5424
2,1826,10,1149,1,5425
2,1827,10,1149,1,5426
2,1828,10,1149,1,5427
2,1829,10,1149,1,5428
2,1830,10,1149,5,5429
2,1831,10,1149,1,5430
2,1832,10,1149,2,5431
2,1833,10,1149,4,5432
2,1834,10,1149,1,5433
2,1835,1,1149,24,5434
2,1835,2,1149,79,5435
2,1835,3,1149,106,5436
2,1835,4,1149,187,5437
2,1835,6,1149,37,5438
2,1835,7,1149,53,5439
2,1835,8,1149,90,5440
2,1835,9,1149,28,5441
2,1835,10,1149,395,5442
2,1835,11,1149,4,5443
2,1835,17,1149,11,5444
2,1835,18,1149,5,5445
2,1835,19,1149,27,5446
2,1835,23,1149,2,5447
2,1835,25,1149,1,5448
2,1835,27,1149,37,5449
2,1835,28,1149,37,5450
2,1835,37,1149,8,5451
2,1835,38,1149,8,5452
2,1835,47,1149,3,5453
2,1835,48,1149,9,5454
2,1836,10,1149,1,5455
2,1837,1,1149,1,5456
2,1837,3,1149,6,5457
2,1837,4,1149,3,5458
2,1837,13,1149,1,5459
2,1837,14,1149,3,5460
2,1837,16,1149,4,5461
2,1837,25,1149,1,5462
2,1837,42,1149,10,5463
2,1837,43,1149,10,5464
2,1837,44,1149,15,5465
2,1837,45,1149,7,5466
2,1837,50,1149,10,5467
2,1838,10,1149,1,5468
2,1839,10,1149,1,5469
2,1840,10,1149,18,5470
2,1841,4,1149,2,5471
2,1841,40,1149,1,5472
2,1841,55,1149,1,5473
2,1842,10,1149,1,5474
2,1843,4,1149,1,5475
2,1843,10,1149,1,5476
2,1843,40,1149,14,5477
2,1843,55,1149,8,5478
2,1844,1,1149,1,5479
2,1844,10,1149,6,5480
2,1845,10,1149,1,5481
2,1846,25,1149,2,5482
2,1847,10,1149,1,5483
2,1847,12,1149,1,5484
2,1848,10,1149,2,5485
2,1849,10,1149,1,5486
2,1850,10,1149,2,5487
2,1851,1,1149,1,5488
2,1851,10,1149,1,5489
2,1852,10,1149,2,5490
2,1853,10,1149,1,5491
2,1854,10,1149,8,5492
2,1855,10,1149,5,5493
2,1856,10,1149,2,5494
2,1857,1,1149,1,5495
2,1857,10,1149,3,5496
2,1858,1,1149,2,5497
2,1859,4,1149,10,5498
2,1859,6,1149,1,5499
2,1859,7,1149,4,5500
2,1859,8,1149,4,5501
2,1859,9,1149,1,5502
2,1859,10,1149,7,5503
2,1859,17,1149,2,5504
2,1859,19,1149,4,5505
2,1859,28,1149,5,5506
2,1860,10,1149,1,5507
2,1861,10,1149,11,5508
2,1861,12,1149,1,5509
2,1862,10,1149,1,5510
2,1863,1,1149,1,5511
2,1863,10,1149,3,5512
2,1864,10,1149,1,5513
2,1865,10,1149,6,5514
2,1866,10,1149,5,5515
2,1867,10,1149,1,5516
2,1868,10,1149,1,5517
2,1869,10,1149,4,5518
2,1870,1,1149,1,5519
2,1870,10,1149,1,5520
2,1871,10,1149,1,5521
2,1872,2,1149,6,5522
2,1872,3,1149,8,5523
2,1872,4,1149,33,5524
2,1872,10,1149,10,5525
2,1872,17,1149,3,5526
2,1872,19,1149,8,5527
2,1872,25,1149,1,5528
2,1872,26,1149,3,5529
2,1872,27,1149,5,5530
2,1872,28,1149,15,5531
2,1872,29,1149,6,5532
2,1872,30,1149,2,5533
2,1872,39,1149,4,5534
2,1872,40,1149,1,5535
2,1872,47,1149,14,5536
2,1872,48,1149,11,5537
2,1872,55,1149,1,5538
2,1873,10,1149,6,5539
2,1874,10,1149,1,5540
2,1875,1,1149,1,5541
2,1875,10,1149,1,5542
2,1876,1,1149,4,5543
2,1876,10,1149,1,5544
2,1877,10,1149,1,5545
2,1878,10,1149,8,5546
2,1878,16,1149,2,5547
2,1879,18,1149,1,5548
2,1879,25,1149,1,5549
2,1880,10,1149,1,5550
2,1881,16,1149,2,5551
2,1882,1,1149,2,5552
2,1882,10,1149,2,5553
2,1882,17,1149,1,5554
2,1883,10,1149,4,5555
2,1884,1,1149,1,5556
2,1884,10,1149,2,5557
2,1885,10,1149,7,5558
2,1886,1,1149,1,5559
2,1886,10,1149,1,5560
2,1887,10,1149,3,5561
2,1888,10,1149,2,5562
2,1889,1,1149,1,5563
2,1889,4,1149,27,5564
2,1889,6,1149,1,5565
2,1889,7,1149,2,5566
2,1889,8,1149,2,5567
2,1889,9,1149,1,5568
2,1889,10,1149,3,5569
2,1889,17,1149,5,5570
2,1889,19,1149,7,5571
2,1889,28,1149,10,5572
2,1890,10,1149,1,5573
2,1891,10,1149,1,5574
2,1892,10,1149,4,5575
2,1893,10,1149,2,5576
2,1894,1,1149,1,5577
2,1894,10,1149,7,5578
2,1895,10,1149,1,5579
2,1896,18,1149,1,5580
2,1897,1,1149,1,5581
2,1897,10,1149,3,5582
2,1897,23,1149,25,5583
2,1898,10,1149,1,5584
2,1899,10,1149,1,5585
2,1900,10,1149,6,5586
2,1901,1,1149,1,5587
2,1901,10,1149,1,5588
2,1902,10,1149,1,5589
2,1903,25,1149,1,5590
2,1904,1,1149,1,5591
2,1904,10,1149,1,5592
2,1905,1,1149,2,5593
2,1905,10,1149,1,5594
2,1906,1,1149,1,5595
2,1906,10,1149,3,5596
2,1907,1,1149,1,5597
2,1907,4,1149,4,5598
2,1907,10,1149,1,5599
2,1907,17,1149,2,5600
2,1908,1,1149,1,5601
2,1908,10,1149,1,5602
2,1909,1,1149,1,5603
2,1909,10,1149,3,5604
2,1909,17,1149,1,5605
2,1910,10,1149,5,5606
2,1911,10,1149,1,5607
2,1912,10,1149,1,5608
2,1913,10,1149,2,5609
2,1914,10,1149,1,5610
2,1915,10,1149,1,5611
2,1916,10,1149,4,5612
2,1917,1,1149,1,5613
2,1917,4,1149,1,5614
2,1917,10,1149,3,5615
2,1918,10,1149,1,5616
2,1919,10,1149,1,5617
2,1920,10,1149,5,5618
2,1921,10,1149,1,5619
2,1922,10,1149,1,5620
2,1923,1,1149,2,5621
2,1923,10,1149,31,5622
2,1924,10,1149,3,5623
2,1924,22,1149,80,5624
2,1925,10,1149,1,5625
2,1926,10,1149,1,5626
2,1927,10,1149,1,5627
2,1928,10,1149,4,5628
2,1929,10,1149,3,5629
2,1930,10,1149,3,5630
2,1931,10,1149,5,5631
2,1932,10,1149,1,5632
2,1933,10,1149,1,5633
2,1934,1,1149,2,5634
2,1934,3,1149,36,5635
2,1934,4,1149,62,5636
2,1934,5,1149,1,5637
2,1934,6,1149,11,5638
2,1934,7,1149,6,5639
2,1934,8,1149,10,5640
2,1934,9,1149,3,5641
2,1934,10,1149,10,5642
2,1934,11,1149,2,5643
2,1934,14,1149,2,5644
2,1934,17,1149,3,5645
2,1934,24,1149,66,5646
2,1934,25,1149,1,5647
2,1934,32,1149,16,5648
2,1934,33,1149,20,5649
2,1934,44,1149,8,5650
2,1935,1,1149,1,5651
2,1935,10,1149,2,5652
2,1936,10,1149,1,5653
2,1937,17,1149,1,5654
2,1938,1,1149,2,5655
2,1938,10,1149,2,5656
2,1939,10,1149,1,5657
2,1940,10,1149,1,5658
2,1941,10,1149,3,5659
2,1942,10,1149,1,5660
2,1943,10,1149,7,5661
2,1944,10,1149,1,5662
2,1945,1,1149,3,5663
2,1945,10,1149,1,5664
2,1946,10,1149,4,5665
2,1947,10,1149,3,5666
2,1948,10,1149,5,5667
2,1949,1,1149,1,5668
2,1949,10,1149,2,5669
2,1950,10,1149,1,5670
2,1951,10,1149,1,5671
2,1952,1,1149,1,5672
2,1952,10,1149,3,5673
2,1953,10,1149,4,5674
2,1954,10,1149,6,5675
2,1955,10,1149,1,5676
2,1956,10,1149,4,5677
2,1957,10,1149,1,5678
2,1958,10,1149,1,5679
2,1959,10,1149,2,5680
2,1960,10,1149,3,5681
2,1961,1,1149,1,5682
2,1961,10,1149,2,5683
2,1962,1,1149,6,5684
2,1962,10,1149,6,5685
2,1963,1,1149,1,5686
2,1963,10,1149,2,5687
2,1964,10,1159,5,5688
2,1965,10,1159,159,5689
2,1965,12,1159,2,5690
2,1966,10,1159,1,5691
2,1967,10,1159,2,5692
2,1968,10,1159,1,5693
2,1969,10,1159,5,5694
2,1969,24,1159,27,5695
2,1969,34,1159,40,5696
2,1970,10,1159,1,5697
2,1971,10,1159,10,5698
2,1972,1,1159,7,5699
2,1972,10,1159,14,5700
2,1973,1,1159,2,5701
2,1973,10,1159,4,5702
2,1974,10,1159,6,5703
2,1974,20,1159,19,5704
2,1975,1,1159,1,5705
2,1975,10,1159,24,5706
2,1976,10,1159,3,5707
2,1977,1,1159,5,5708
2,1977,10,1159,5,5709
2,1978,10,1159,3,5710
2,1979,10,1159,3,5711
2,1980,10,1159,19,5712
2,1981,10,1159,2,5713
2,1982,10,1159,34,5714
2,1983,10,1159,2,5715
2,1984,10,1159,2,5716
2,1985,10,1159,4,5717
2,1985,17,1159,1,5718
2,1986,10,1159,2,5719
2,1987,10,1159,1,5720
2,1988,1,1159,1,5721
2,1988,3,1159,1,5722
2,1988,4,1159,6,5723
2,1988,10,1159,29,5724
2,1988,17,1159,4,5725
2,1989,1,1159,1,5726
2,1989,10,1159,14,5727
2,1990,10,1159,3,5728
2,1991,1,1159,1,5729
2,1991,10,1159,1,5730
2,1992,10,1159,1,5731
2,1993,10,1159,3,5732
2,1994,10,1159,1,5733
2,1995,10,1159,4,5734
2,1995,17,1159,1,5735
2,1996,10,1159,3,5736
2,1997,10,1159,12,5737
2,1998,10,1159,1,5738
2,1999,10,1159,18,5739
2,2000,1,1159,1,5740
2,2000,10,1159,2,5741
2,2001,10,1159,20,5742
2,2002,10,1159,1,5743
2,2003,10,1159,5,5744
2,2004,1,1159,7,5745
2,2004,10,1159,109,5746
2,2004,17,1159,3,5747
2,2005,10,1159,1,5748
2,2006,10,1159,3,5749
2,2007,10,1159,1,5750
2,2008,1,1159,5,5751
2,2008,10,1159,22,5752
2,2009,10,1159,2,5753
2,2010,1,1159,3,5754
2,2010,10,1159,1,5755
2,2011,1,1159,2,5756
2,2011,10,1159,1,5757
2,2012,10,1159,1,5758
2,2013,4,1159,87,5759
2,2013,40,1159,110,5760
2,2013,55,1159,87,5761
2,2014,1,1159,11,5762
2,2014,10,1159,30,5763
2,2014,17,1159,1,5764
2,2015,10,1159,1,5765
2,2015,17,1159,4,5766
2,2015,41,1159,3,5767
2,2016,10,1159,5,5768
2,2016,17,1159,1,5769
2,2017,10,1159,8,5770
2,2018,4,1159,26,5771
2,2018,5,1159,7,5772
2,2018,10,1159,9,5773
2,2018,11,1159,2,5774
2,2018,17,1159,1,5775
2,2018,19,1159,7,5776
2,2018,26,1159,15,5777
2,2018,27,1159,10,5778
2,2018,28,1159,1,5779
2,2018,29,1159,12,5780
2,2018,37,1159,3,5781
2,2019,1,1159,2,5782
2,2019,16,1159,1,5783
2,2020,10,1159,1,5784
2,2021,10,1159,1,5785
2,2022,10,1159,2,5786
2,2023,1,1159,1,5787
2,2023,4,1159,35,5788
2,2023,10,1159,8,5789
2,2023,17,1159,2,5790
2,2023,19,1159,18,5791
2,2023,28,1159,15,5792
2,2023,40,1159,20,5793
2,2023,55,1159,22,5794
2,2024,10,1159,5,5795
2,2024,30,1159,13,5796
2,2024,46,1159,1,5797
2,2025,10,1159,1,5798
2,2026,10,1159,1,5799
2,2027,10,1159,1,5800
2,2028,10,1159,1,5801
2,2029,10,1159,3,5802
2,2030,1,1159,1,5803
2,2030,10,1159,14,5804
2,2030,17,1159,1,5805
2,2031,1,1159,6,5806
2,2031,10,1159,18,5807
2,2031,17,1159,2,5808
2,2032,10,1159,1,5809
2,2033,10,1159,6,5810
2,2034,1,1159,1,5811
2,2034,10,1159,20,5812
2,2034,17,1159,3,5813
2,2035,10,1159,2,5814
2,2036,1,1159,1,5815
2,2036,10,1159,1,5816
2,2037,1,1159,1,5817
2,2037,10,1159,1,5818
2,2038,1,1159,9,5819
2,2038,10,1159,164,5820
2,2038,25,1159,1,5821
2,2039,4,1159,243,5822
2,2039,7,1159,20,5823
2,2039,8,1159,20,5824
2,2039,9,1159,3,5825
2,2039,10,1159,8,5826
2,2039,17,1159,4,5827
2,2039,19,1159,20,5828
2,2039,28,1159,20,5829
2,2040,10,1159,9,5830
2,2041,1,1159,2,5831
2,2041,10,1159,16,5832
2,2041,12,1159,1,5833
2,2042,10,1159,5,5834
2,2043,10,1159,3,5835
2,2044,10,1159,6,5836
2,2044,12,1159,1,5837
2,2045,10,1159,11,5838
2,2046,10,1159,10,5839
2,2047,1,1159,1,5840
2,2047,10,1159,2,5841
2,2048,10,1159,1,5842
2,2049,10,1159,2,5843
2,2050,1,1159,3,5844
2,2051,10,1159,1,5845
2,2052,10,1159,5,5846
2,2053,1,1159,1,5847
2,2053,10,1159,5,5848
2,2054,10,1159,15,5849
2,2055,10,1159,1,5850
2,2056,10,1159,5,5851
2,2057,10,1159,4,5852
2,2058,1,1159,1,5853
2,2058,10,1159,2,5854
2,2058,17,1159,3,5855
2,2059,10,1159,2,5856
2,2060,10,1159,1,5857
2,2060,17,1159,2,5858
2,2061,9,1159,2,5859
2,2061,10,1159,8,5860
2,2061,24,1159,108,5861
2,2061,32,1159,19,5862
2,2061,58,1159,12,5863
2,2062,10,1159,2,5864
2,2062,17,1159,2,5865
2,2063,1,1159,1,5866
2,2063,10,1159,31,5867
2,2064,1,1159,1,5868
2,2064,10,1159,30,5869
2,2064,17,1159,3,5870
2,2065,10,1159,4,5871
2,2066,10,1159,1,5872
2,2067,10,1159,7,5873
2,2068,1,1159,28,5874
2,2068,2,1159,6,5875
2,2068,3,1159,12,5876
2,2068,4,1159,181,5877
2,2068,6,1159,10,5878
2,2068,7,1159,12,5879
2,2068,8,1159,12,5880
2,2068,9,1159,32,5881
2,2068,10,1159,519,5882
2,2068,11,1159,2,5883
2,2068,14,1159,8,5884
2,2068,17,1159,18,5885
2,2068,19,1159,10,5886
2,2068,26,1159,14,5887
2,2068,27,1159,13,5888
2,2068,28,1159,17,5889
2,2068,37,1159,7,5890
2,2068,44,1159,7,5891
2,2068,47,1159,6,5892
2,2068,48,1159,7,5893
2,2069,10,1159,1,5894
2,2070,10,1159,5,5895
2,2071,1,1159,7,5896
2,2071,2,1159,6,5897
2,2071,3,1159,40,5898
2,2071,4,1159,209,5899
2,2071,6,1159,12,5900
2,2071,7,1159,35,5901
2,2071,8,1159,35,5902
2,2071,9,1159,3,5903
2,2071,10,1159,68,5904
2,2071,11,1159,2,5905
2,2071,12,1159,1,5906
2,2071,16,1159,13,5907
2,2071,17,1159,18,5908
2,2071,18,1159,1,5909
2,2071,19,1159,7,5910
2,2071,26,1159,11,5911
2,2071,27,1159,12,5912
2,2071,28,1159,37,5913
2,2071,47,1159,2,5914
2,2071,48,1159,5,5915
2,2071,52,1159,4,5916
2,2071,53,1159,3,5917
2,2072,10,1159,1,5918
2,2073,10,1159,1,5919
2,2074,1,1159,3,5920
2,2074,3,1159,29,5921
2,2074,4,1159,208,5922
2,2074,6,1159,12,5923
2,2074,7,1159,40,5924
2,2074,8,1159,40,5925
2,2074,9,1159,7,5926
2,2074,10,1159,34,5927
